Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
"Maruti Vitara Brezza VDi",2018,745000,48000,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi",2018,950000,58511,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi",2018,875000,50000,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi",2018,910000,36500,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi",2018,875000,50000,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi",2018,835000,17000,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Wagon R VXI AMT 1.2",2018,445000,32995,Petrol,Dealer,Automatic,"First Owner","20.52 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Mercedes-Benz CLA 200 CGI Sport",2018,2550000,18000,Petrol,Dealer,Automatic,"First Owner","15.04 kmpl","1991 CC","183 bhp","300Nm@ 1200-4000rpm",5
"Mercedes-Benz CLA 200 CGI Sport",2018,2550000,18000,Petrol,Dealer,Automatic,"First Owner","15.04 kmpl","1991 CC","183 bhp","300Nm@ 1200-4000rpm",5
"Mercedes-Benz GL-Class 220d 4MATIC Sport",2018,4600000,6000,Diesel,Dealer,Automatic,"First Owner","17.9 kmpl","2143 CC","170 bhp","400Nm@ 1400-2800rpm",5
"Mercedes-Benz New C-Class C 220 CDI Elegance MT",2018,2950000,46000,Diesel,Dealer,Manual,"First Owner","15.8 kmpl","2148 CC","170 bhp","42@ 2,000(kgm@ rpm)",5
"Renault Duster 110PS Diesel RxZ",2018,1050000,18000,Diesel,Dealer,Manual,"First Owner","19.6 kmpl","1461 CC","108.45 bhp","245Nm@ 1750rpm",5
"Renault Duster 110PS Diesel RxZ",2018,1050000,18000,Diesel,Dealer,Manual,"First Owner","19.6 kmpl","1461 CC","108.45 bhp","245Nm@ 1750rpm",5
"Renault Duster 110PS Diesel RxZ",2018,1050000,18000,Diesel,Dealer,Manual,"First Owner","19.6 kmpl","1461 CC","108.45 bhp","245Nm@ 1750rpm",5
"Renault KWID 1.0 RXT Optional",2018,500000,31000,Petrol,Dealer,Manual,"First Owner","23.01 kmpl","999 CC","67 bhp","91Nm@ 4250rpm",5
"Renault KWID AMT RXL",2018,535000,31000,Petrol,Dealer,Automatic,"First Owner","24.04 kmpl","999 CC","67 bhp","91Nm@ 4250rpm",5
"Renault KWID RXL",2018,390000,13000,Petrol,Dealer,Manual,"First Owner","20.71 kmpl","799 CC","53.26 bhp","72Nm@ 4386rpm",5
"Renault KWID RXT",2018,360000,21900,Petrol,Dealer,Manual,"First Owner","20.71 kmpl","799 CC","53.26 bhp","72Nm@ 4386rpm",5
"Skoda Kodiaq 2.0 TDI Style",2018,3251000,17601,Diesel,Dealer,Automatic,"First Owner","16.25 kmpl","1968 CC","148 bhp","340nm@ 1750-3000rpm",7
"Skoda Superb LK 1.8 TSI AT",2018,1864999,50000,Petrol,Dealer,Automatic,"First Owner","14.67 kmpl","1798 CC","177.46 bhp","250@ 1250-5000rpm",5
"Skoda Superb LK 1.8 TSI AT",2018,1864999,50000,Petrol,Dealer,Automatic,"First Owner","14.67 kmpl","1798 CC","177.46 bhp","250@ 1250-5000rpm",5
"Tata Nano XTA",2018,250000,55000,Petrol,Dealer,Automatic,"First Owner","21.9 kmpl","624 CC","37.48 bhp","51Nm@ 4000rpm",4
"Tata Nexon 1.2 Revotron XZ Plus Dual Tone",2018,811000,11000,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1198 CC","108.5 bhp","170Nm@ 1750-4000rpm",5
"Tata Nexon 1.2 Revotron XZ Plus Dual Tone",2018,811000,11000,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1198 CC","108.5 bhp","170Nm@ 1750-4000rpm",5
"Tata Nexon 1.5 Revotorq XZA Plus DualTone",2018,1025000,8000,Diesel,Dealer,Automatic,"First Owner","21.5 kmpl","1497 CC","108.5 bhp","260Nm@ 1500-2750rpm",5
"Tata Nexon 1.5 Revotorq XZA Plus DualTone",2018,1025000,8000,Diesel,Dealer,Automatic,"First Owner","21.5 kmpl","1497 CC","108.5 bhp","260Nm@ 1500-2750rpm",5
"Tata Tiago XT",2018,450000,22966,Petrol,Dealer,Manual,"First Owner","23.84 kmpl","1199 CC","84.48 bhp","113Nm@ 3300rpm",5
"Toyota Corolla Altis 1.8 G",2018,1400000,13534,Petrol,Dealer,Manual,"First Owner","14.28 kmpl","1798 CC","138.03 bhp","173Nm@ 4000rpm",5
"Toyota Corolla Altis 1.8 G",2018,1400000,13534,Petrol,Dealer,Manual,"First Owner","14.28 kmpl","1798 CC","138.03 bhp","173Nm@ 4000rpm",5
"Toyota Corolla Altis 1.8 VL CVT",2018,1590000,25000,Petrol,Dealer,Automatic,"First Owner","14.28 kmpl","1798 CC","138.03 bhp","173Nm@ 4000rpm",5
"Toyota Fortuner 2.8 2WD AT BSIV",2018,2940000,100000,Diesel,Dealer,Automatic,"First Owner","12.9 kmpl","2755 CC","174.5 bhp","450Nm@ 1600-2400rpm",7
"Toyota Innova Crysta 2.8 GX AT 8S BSIV",2018,1800000,20000,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",8
"Toyota Innova Crysta 2.8 GX AT 8S BSIV",2018,1800000,20000,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",8
"Volkswagen Polo 2015-2019 1.0 MPI Trendline",2018,560000,14495,Petrol,Dealer,Manual,"First Owner","18.78 kmpl","999 CC","75 bhp","95Nm@ 3000-4300rpm",5
"Volkswagen Polo 2015-2019 1.0 MPI Trendline",2018,560000,14495,Petrol,Dealer,Manual,"First Owner","18.78 kmpl","999 CC","75 bhp","95Nm@ 3000-4300rpm",5
"Volkswagen Polo 2015-2019 1.5 TDI Highline Plus",2018,650000,40000,Diesel,Dealer,Manual,"First Owner","20.14 kmpl","1498 CC","88 bhp","230Nm@ 1500-2500rpm",5
"Volkswagen Polo 2015-2019 1.5 TDI Highline Plus",2018,650000,40000,Diesel,Dealer,Manual,"First Owner","20.14 kmpl","1498 CC","88 bhp","230Nm@ 1500-2500rpm",5
"Volkswagen Vento 1.5 TDI Highline Plus AT BSIV",2018,1290000,29899,Diesel,Dealer,Automatic,"First Owner","22.15 kmpl","1498 CC","108.6 bhp","250Nm@ 1500-3000rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo V40 D3 R-Design",2018,2475000,2000,Diesel,Dealer,Automatic,"First Owner","16.8 kmpl","1984 CC","150 bhp","350Nm@ 1500-2750rpm",5
"Volvo XC40 D4 R-Design",2018,3400000,22000,Diesel,Dealer,Automatic,"First Owner","18.0 kmpl","1969 CC","190 bhp",400Nm,5
"Volvo XC40 D4 R-Design",2018,3400000,22000,Diesel,Dealer,Automatic,"First Owner","18.0 kmpl","1969 CC","190 bhp",400Nm,5
"Audi A3 40 TFSI Premium",2017,1689999,8000,Petrol,Dealer,Automatic,"First Owner","16.6 kmpl","1798 CC","177.5 bhp","250Nm@ 1250-5000rpm",5
"Audi Q3 2.0 TDI Quattro Premium Plus",2017,2825000,22000,Diesel,Dealer,Automatic,"First Owner","15.73 kmpl","1968 CC","174.33 bhp","380Nm@ 1750-2500rpm",5
"Audi Q3 2.0 TDI Quattro Premium Plus",2017,2825000,22000,Diesel,Dealer,Automatic,"First Owner","15.73 kmpl","1968 CC","174.33 bhp","380Nm@ 1750-2500rpm",5
"BMW 3 Series 320d",2017,3200000,13663,Diesel,Dealer,Automatic,"First Owner","22.69 kmpl","1995 CC","190 bhp","400Nm@ 1750-2500rpm",5
"BMW 3 Series 320d GT Luxury Line",2017,2950000,39000,Diesel,Dealer,Automatic,"First Owner","19.59 kmpl","1995 CC","187.74 bhp","380Nm@ 1750-2750rpm",5
"BMW 3 Series 320d GT Luxury Line",2017,2950000,39000,Diesel,Dealer,Automatic,"First Owner","19.59 kmpl","1995 CC","187.74 bhp","380Nm@ 1750-2750rpm",5
"BMW 3 Series 320d Luxury Line Plus",2017,2600000,44000,Diesel,Dealer,Automatic,"First Owner","22.69 kmpl","1995 CC","190 bhp","400Nm@ 1750-2750rpm",5
"BMW 3 Series 320d Luxury Line Plus",2017,2600000,44000,Diesel,Dealer,Automatic,"First Owner","22.69 kmpl","1995 CC","190 bhp","400Nm@ 1750-2750rpm",5
"Datsun GO Plus T",2017,325000,65000,Petrol,Dealer,Manual,"First Owner","19.02 kmpl","1198 CC","67.05 bhp","104Nm@ 4000rpm",7
"Datsun RediGO T",2017,270000,31100,Petrol,Dealer,Manual,"First Owner","22.7 kmpl","799 CC","53.64 bhp","72Nm@ 4386rpm",5
"Datsun RediGO T",2017,270000,31100,Petrol,Dealer,Manual,"First Owner","22.7 kmpl","799 CC","53.64 bhp","72Nm@ 4386rpm",5
"Ford Aspire Titanium Diesel BSIV",2017,725000,75000,Diesel,Dealer,Manual,"First Owner","26.1 kmpl","1498 CC","99.23 bhp","215Nm@ 1750-3000rpm",5
"Ford EcoSport 1.5 Diesel Titanium Plus BSIV",2017,960000,42000,Diesel,Dealer,Manual,"First Owner","23.0 kmpl","1498 CC","98.96 bhp","205Nm@ 1750-3250rpm",5
"Ford Ecosport 1.5 DV5 MT Titanium",2017,850000,63982,Diesel,Dealer,Manual,"First Owner","22.7 kmpl","1498 CC","89.84 bhp","204Nm@ 2000-2750rpm",5
"Ford Ecosport 1.5 DV5 MT Titanium Optional",2017,875000,77524,Diesel,Dealer,Manual,"First Owner","22.7 kmpl","1498 CC","89.84 bhp","204Nm@ 2000-2750rpm",5
"Ford EcoSport 1.5 Petrol Ambiente BSIV",2017,570000,31596,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1497 CC","121.36 bhp","150Nm@ 4500rpm",5
"Ford Figo 1.5 Sports Edition MT",2017,600000,43235,Diesel,Dealer,Manual,"First Owner","24.29 kmpl","1498 CC","99 bhp","215Nm@ 1750-3000rpm",5
"Ford Figo 1.5D Trend MT",2017,500000,62960,Diesel,Dealer,Manual,"First Owner","25.83 kmpl","1498 CC","99 bhp","215Nm@ 1750-3000rpm",5
"Ford Figo 1.5D Trend MT",2017,500000,62960,Diesel,Dealer,Manual,"First Owner","25.83 kmpl","1498 CC","99 bhp","215Nm@ 1750-3000rpm",5
"Ford Figo Aspire 1.5 TDCi Titanium",2017,700000,49957,Diesel,Dealer,Manual,"First Owner","25.83 kmpl","1498 CC","99 bhp","215Nm@ 1750-3000rpm",5
"Ford Figo Aspire 1.5 Ti-VCT Titanium",2017,570000,44077,Petrol,Dealer,Automatic,"First Owner","17.01 kmpl","1499 CC","110.5 bhp","136Nm@ 4250rpm",5
"Honda Amaze S i-DTEC",2017,600000,24500,Diesel,Dealer,Manual,"First Owner","25.8 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Honda Brio 1.2 S MT",2017,480000,30400,Petrol,Dealer,Manual,"First Owner","18.5 kmpl","1198 CC","86.8 bhp","109Nm@ 4500rpm",5
"Honda BRV i-DTEC V MT",2017,940000,57900,Diesel,Dealer,Manual,"First Owner","21.9 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",7
"Honda BR-V i-DTEC VX MT",2017,950000,24000,Diesel,Dealer,Manual,"First Owner","21.9 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",7
"Honda BR-V i-VTEC S MT",2017,700000,43000,Petrol,Dealer,Manual,"First Owner","15.4 kmpl","1497 CC","117.3 bhp","145Nm@ 4600rpm",7
"Honda BR-V i-VTEC S MT",2017,700000,43000,Petrol,Dealer,Manual,"First Owner","15.4 kmpl","1497 CC","117.3 bhp","145Nm@ 4600rpm",7
"Honda BRV i-VTEC V CVT",2017,850000,30000,Petrol,Dealer,Automatic,"First Owner","15.4 kmpl","1497 CC","117.3 bhp","145Nm@ 4600rpm",7
"Honda BR-V i-VTEC VX MT",2017,840000,30646,Petrol,Dealer,Manual,"First Owner","15.4 kmpl","1497 CC","117.3 bhp","145Nm@ 4600rpm",7
"Honda City 1.5 S MT",2017,675000,49523,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1497 CC","118 bhp","146Nm at 4800 rpm",5
"Honda City i-DTEC VX",2017,850000,103000,Diesel,Dealer,Manual,"First Owner","25.6 kmpl","1498 CC","97.9 bhp","200Nm@ 1750rpm",5
"Honda City i-DTEC ZX",2017,925000,69000,Diesel,Dealer,Manual,"First Owner","25.6 kmpl","1498 CC","97.9 bhp","200Nm@ 1750rpm",5
"Honda City i-VTEC CVT VX",2017,795000,41000,Petrol,Dealer,Automatic,"First Owner","18.0 kmpl","1497 CC","117.6 bhp","145Nm@ 4600rpm",5
"Honda City i-VTEC CVT ZX",2017,1025000,68140,Petrol,Dealer,Automatic,"First Owner","18.0 kmpl","1497 CC","117.6 bhp","145Nm@ 4600rpm",5
"Honda City V AT",2017,875000,18000,Petrol,Dealer,Automatic,"First Owner","15.6 kmpl","1497 CC","116.3 bhp","146Nm@ 4800rpm",5
"Honda City V AT",2017,925000,18000,Petrol,Dealer,Automatic,"First Owner","15.6 kmpl","1497 CC","116.3 bhp","146Nm@ 4800rpm",5
"Honda CR-V 2.4L 4WD AT AVN",2017,1750000,73000,Petrol,Dealer,Automatic,"First Owner","12.0 kmpl","2354 CC","187.4 bhp","226Nm@ 4400rpm",5
"Honda CR-V 2.4L 4WD AT AVN",2017,1825000,58000,Petrol,Dealer,Automatic,"First Owner","12.0 kmpl","2354 CC","187.4 bhp","226Nm@ 4400rpm",5
"Honda CR-V 2.4L 4WD AT AVN",2017,1650000,52000,Petrol,Dealer,Automatic,"First Owner","12.0 kmpl","2354 CC","187.4 bhp","226Nm@ 4400rpm",5
"Honda CR-V 2.4L 4WD AT AVN",2017,1650000,52000,Petrol,Dealer,Automatic,"First Owner","12.0 kmpl","2354 CC","187.4 bhp","226Nm@ 4400rpm",5
"Honda Jazz V Diesel",2017,525000,37151,Diesel,Dealer,Manual,"First Owner","27.3 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Honda WR-V i-DTEC S",2017,675000,127991,Diesel,Dealer,Manual,"First Owner","25.5 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Honda WR-V i-DTEC S",2017,675000,127991,Diesel,Dealer,Manual,"First Owner","25.5 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Honda WR-V i-DTEC VX",2017,885000,39000,Diesel,Dealer,Manual,"First Owner","25.5 kmpl","1498 CC","98.6 bhp","200Nm@ 1750rpm",5
"Honda WR-V i-VTEC VX",2017,819999,30000,Petrol,Dealer,Manual,"First Owner","17.5 kmpl","1199 CC","88.7 bhp","110Nm@ 4800rpm",5
"Hyundai Creta 1.6 CRDi SX",2017,1150000,63309,Diesel,Dealer,Manual,"First Owner","19.67 kmpl","1582 CC","126.2 bhp","259.9Nm@ 1900-2750rpm",5
"Hyundai Creta 1.6 CRDi SX",2017,975000,48698,Diesel,Dealer,Manual,"First Owner","19.67 kmpl","1582 CC","126.2 bhp","259.9Nm@ 1900-2750rpm",5
"Hyundai Creta 1.6 SX Diesel",2017,975000,41000,Diesel,Dealer,Manual,"First Owner","20.5 kmpl","1582 CC","126.2 bhp","259.87NM@ 1500-3000rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,525000,29000,Diesel,Dealer,Manual,"Second Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 CRDi Sportz",2017,450000,56290,Diesel,Dealer,Manual,"First Owner","24.0 kmpl","1186 CC","73.97 bhp","190.24nm@ 1750-2250rpm",5
"Hyundai Grand i10 1.2 Kappa Sportz BSIV",2017,455000,34152,Petrol,Dealer,Manual,"First Owner","18.9 kmpl","1197 CC","81.86 bhp","113.75nm@ 4000rpm",5
"Hyundai Grand i10 Sportz",2017,550000,23456,Petrol,Dealer,Manual,"First Owner","18.9 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5
"Hyundai Grand i10 Sportz",2017,550000,23456,Petrol,Dealer,Manual,"First Owner","18.9 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5
"Hyundai i20 1.4 Asta",2017,750000,43000,Diesel,Dealer,Manual,"First Owner","22.54 kmpl","1396 CC","88.73 bhp","219.7Nm@ 1500-2750rpm",5
"Hyundai i20 1.4 CRDi Magna",2017,675000,25471,Diesel,Dealer,Manual,"First Owner","21.9 kmpl","1396 CC","90 bhp","22.4 kgm at 1750-2750rpm",5
"Hyundai i20 2015-2017 Magna 1.2",2017,570000,28782,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5
"Hyundai i20 Asta (o)",2017,600000,35000,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1197 CC","80 bhp","11.4 kgm at 4,000 rpm",5
"Hyundai i20 Asta Option 1.2",2017,595000,30030,Petrol,Dealer,Manual,"First Owner","18.6 kmpl","1197 CC","81.83 bhp","114.7Nm@ 4000rpm",5
